country,year,quarter,hpi,inflation,interest_rate
HU,2020,Q2,174.9,2.533333333333333,-0.5
HU,2020,Q3,181.59,3.766666666666667,-0.5
HU,2020,Q4,179.08,2.8666666666666667,-0.5
HU,2021,Q1,195.95,3.3666666666666667,-0.5
HU,2021,Q2,204.4,5.266666666666667,-0.5
HU,2021,Q3,211.94,5.033333333333334,-0.5
HU,2021,Q4,219.86,7.166666666666667,-0.5
HU,2022,Q1,241.42,8.299999999999999,-0.5
HU,2022,Q2,255.23,11.0,-0.5
HU,2022,Q3,262.98,18.0,0.0
HU,2022,Q4,258.43,23.333333333333332,1.3
HU,2023,Q1,268.81,25.866666666666664,2.34
HU,2023,Q2,271.54,22.066666666666663,3.17
HU,2023,Q3,272.63,14.633333333333333,3.69
HU,2023,Q4,277.19,7.6000000000000005,4.0
HU,2024,Q1,300.99,3.6333333333333333,4.0
HU,2024,Q2,306.51,3.6999999999999997,3.95
HU,2024,Q3,309.83,3.5,3.71
HU,2024,Q4,322.11,4.033333333333333,3.27
HU,2025,Q1,352.26,5.3999999999999995,2.79
HU,2025,Q2,363.76,4.433333333333334,2.26
HU,2025,Q3,375.19,4.233333333333333,2.0
IE,2005,Q1,125.92,2.0,1.0
IE,2005,Q2,128.58,2.066666666666667,1.0
IE,2005,Q3,133.58,2.3666666666666667,1.0
IE,2005,Q4,139.46,2.266666666666667,1.07
IE,2006,Q1,141.99,2.6,1.32
IE,2006,Q2,147.62,2.9,1.54
IE,2006,Q3,156.49,2.766666666666667,1.89
IE,2006,Q4,159.91,2.533333333333333,2.27
IE,2007,Q1,162.7,2.9,2.55
IE,2007,Q2,163.29,2.8000000000000003,2.8
IE,2007,Q3,163.07,2.6666666666666665,3.0
IE,2007,Q4,162.16,3.233333333333333,3.0
IE,2008,Q1,158.74,3.4333333333333336,3.0
IE,2008,Q2,154.41,3.6666666666666665,3.0
IE,2008,Q3,150.29,3.3000000000000003,3.23
IE,2008,Q4,142.58,2.066666666666667,2.79
IE,2009,Q1,132.58,0.16666666666666663,1.11
IE,2009,Q2,123.46,-1.5333333333333332,0.27
IE,2009,Q3,118.33,-2.6,0.25
IE,2009,Q4,115.58,-2.766666666666667,0.25
IE,2010,Q1,111.53,-2.433333333333333,0.25
IE,2010,Q2,107.73,-2.1,0.25
IE,2010,Q3,104.59,-1.1666666666666667,0.25
IE,2010,Q4,99.98,-0.6,0.25
IE,2011,Q1,95.45,0.8000000000000002,0.25
IE,2011,Q2,90.5,1.2666666666666666,0.47
IE,2011,Q3,85.12,1.1333333333333333,0.72
IE,2011,Q4,80.38,1.6333333333333335,0.56
IE,2012,Q1,76.76,1.6333333333333335,0.25
IE,2012,Q2,75.0,1.8,0.25
IE,2012,Q3,75.89,2.3666666666666667,0.03
IE,2012,Q4,76.5,1.7333333333333334,0.0
IE,2013,Q1,74.32,1.0999999999999999,0.0
IE,2013,Q2,74.33,0.5333333333333333,0.0
IE,2013,Q3,78.52,0.3,0.0
IE,2013,Q4,80.77,0.16666666666666666,0.0
IE,2014,Q1,82.04,0.19999999999999998,0.0
IE,2014,Q2,86.62,0.39999999999999997,-0.02
IE,2014,Q3,93.63,0.5,-0.12
IE,2014,Q4,96.59,0.10000000000000002,-0.2
IE,2015,Q1,96.43,-0.3333333333333333,-0.2
IE,2015,Q2,98.6,0.10000000000000002,-0.2
IE,2015,Q3,101.73,0.10000000000000002,-0.2
IE,2015,Q4,103.25,0.0,-0.23
IE,2016,Q1,103.67,-0.26666666666666666,-0.32
IE,2016,Q2,104.79,-0.10000000000000002,-0.4
IE,2016,Q3,109.33,-0.20000000000000004,-0.4
IE,2016,Q4,112.06,-0.26666666666666666,-0.4
IE,2017,Q1,113.36,0.3666666666666667,-0.4
IE,2017,Q2,115.86,0.033333333333333326,-0.4
IE,2017,Q3,122.18,0.13333333333333333,-0.4
IE,2017,Q4,125.15,0.5,-0.4
IE,2018,Q1,127.34,0.5,-0.4
IE,2018,Q2,130.44,0.4333333333333333,-0.4
IE,2018,Q3,133.31,1.0333333333333334,-0.4
IE,2018,Q4,134.23,0.9,-0.4
IE,2019,Q1,132.98,0.8666666666666667,-0.4
IE,2019,Q2,133.7,1.2666666666666666,-0.4
IE,2019,Q3,135.63,0.5666666666666667,-0.41
IE,2019,Q4,135.32,0.8333333333333334,-0.5
IE,2020,Q1,134.3,0.8333333333333334,-0.5
IE,2020,Q2,134.15,-0.5666666666666668,-0.5
IE,2020,Q3,134.55,-0.9666666666666668,-0.5
IE,2020,Q4,136.28,-1.1666666666666667,-0.5
IE,2021,Q1,138.34,-0.13333333333333333,-0.5
IE,2021,Q2,141.65,1.5333333333333332,-0.5
IE,2021,Q3,148.81,3.0,-0.5
IE,2021,Q4,155.1,5.3999999999999995,-0.5
IE,2022,Q1,159.07,5.866666666666667,-0.5
IE,2022,Q2,161.89,8.4,-0.5
IE,2022,Q3,166.47,9.066666666666666,0.0
IE,2022,Q4,168.41,8.866666666666667,1.3
IE,2023,Q1,167.16,7.533333333333334,2.34
IE,2023,Q2,166.3,5.5,3.17
IE,2023,Q3,168.79,4.833333333333333,3.69
IE,2023,Q4,173.69,3.1,4.0
IE,2024,Q1,177.7,2.2333333333333334,4.0
IE,2024,Q2,180.34,1.7,3.95
IE,2024,Q3,185.5,0.8666666666666667,3.71
IE,2024,Q4,189.97,0.5333333333333333,3.27
IE,2025,Q1,191.83,1.6333333333333335,2.79
IE,2025,Q2,194.34,1.6666666666666667,2.26
IE,2025,Q3,199.46,2.066666666666667,2.0
IT,2010,Q1,116.8,1.2333333333333334,0.25
IT,2010,Q2,117.9,1.5666666666666667,0.25
IT,2010,Q3,118.8,1.7,0.25
IT,2010,Q4,118.9,1.9666666666666668,0.25
IT,2011,Q1,118.3,2.3333333333333335,0.25
IT,2011,Q2,120.7,2.966666666666667,0.47
IT,2011,Q3,120.3,2.6999999999999997,0.72
IT,2011,Q4,119.5,3.7000000000000006,0.56
IT,2012,Q1,119.0,3.5666666666666664,0.25
IT,2012,Q2,118.1,3.6666666666666665,0.25
IT,2012,Q3,115.9,3.466666666666667,0.03
IT,2012,Q4,113.6,2.6666666666666665,0.0
IT,2013,Q1,110.5,2.066666666666667,0.0
IT,2013,Q2,110.2,1.2,0.0
IT,2013,Q3,108.6,1.0666666666666667,0.0
IT,2013,Q4,107.1,0.6333333333333333,0.0
IT,2014,Q1,105.7,0.43333333333333335,0.0
IT,2014,Q2,104.7,0.39999999999999997,-0.02
IT,2014,Q3,103.5,-0.06666666666666667,-0.12
IT,2014,Q4,101.9,0.16666666666666666,-0.2
IT,2015,Q1,99.7,-0.13333333333333333,-0.2
IT,2015,Q2,99.8,0.10000000000000002,-0.2
IT,2015,Q3,100.7,0.3,-0.2
IT,2015,Q4,99.8,0.16666666666666666,-0.23
IT,2016,Q1,99.8,0.0,-0.32
IT,2016,Q2,100.5,-0.3,-0.4
IT,2016,Q3,100.7,-0.06666666666666667,-0.4
IT,2016,Q4,100.0,0.16666666666666666,-0.4
IT,2017,Q1,99.1,1.3333333333333333,-0.4
IT,2017,Q2,99.6,1.5999999999999999,-0.4
IT,2017,Q3,99.2,1.3,-0.4
IT,2017,Q4,98.8,1.0666666666666667,-0.4
IT,2018,Q1,98.6,0.8666666666666667,-0.4
IT,2018,Q2,99.2,1.0,-0.4
IT,2018,Q3,98.4,1.6666666666666667,-0.4
IT,2018,Q4,98.3,1.5,-0.4
IT,2019,Q1,97.7,1.0333333333333334,-0.4
IT,2019,Q2,99.1,0.9333333333333335,-0.4
IT,2019,Q3,98.8,0.3333333333333333,-0.41
IT,2019,Q4,98.5,0.3,-0.5
IT,2020,Q1,99.4,0.23333333333333336,-0.5
IT,2020,Q2,102.4,-0.19999999999999998,-0.5
IT,2020,Q3,99.8,-0.2333333333333333,-0.5
IT,2020,Q4,100.0,-0.39999999999999997,-0.5
IT,2021,Q1,101.1,0.7666666666666666,-0.5
IT,2021,Q2,102.8,1.1666666666666667,-0.5
IT,2021,Q3,103.9,2.1333333333333333,-0.5
IT,2021,Q4,104.0,3.766666666666667,-0.5
IT,2022,Q1,105.7,6.033333333333334,-0.5
IT,2022,Q2,108.1,7.366666666666667,-0.5
IT,2022,Q3,106.9,8.966666666666667,0.0
IT,2022,Q4,106.8,12.5,1.3
IT,2023,Q1,106.8,9.533333333333333,2.34
IT,2023,Q2,108.8,7.766666666666667,3.17
IT,2023,Q3,108.7,5.8,3.69
IT,2023,Q4,108.7,0.9666666666666667,4.0
IT,2024,Q1,108.5,0.9666666666666667,4.0
IT,2024,Q2,112.0,0.8666666666666667,3.95
IT,2024,Q3,112.8,1.1666666666666667,3.71
IT,2024,Q4,113.5,1.3,3.27
IT,2025,Q1,113.3,1.8333333333333333,2.79
IT,2025,Q2,116.4,1.8333333333333333,2.26
IT,2025,Q3,117.1,1.7,2.0
LT,2006,Q1,86.6,3.3000000000000003,1.32
LT,2006,Q2,87.4,3.5666666666666664,1.54
LT,2006,Q3,96.21,3.966666666666667,1.89
LT,2006,Q4,106.78,4.2,2.27
LT,2007,Q1,111.26,4.366666666666667,2.55
LT,2007,Q2,115.87,4.966666666666667,2.8
LT,2007,Q3,123.42,5.8999999999999995,3.0
LT,2007,Q4,125.67,7.8999999999999995,3.0
LT,2008,Q1,129.9,10.766666666666666,3.0
LT,2008,Q2,134.49,12.299999999999999,3.0
LT,2008,Q3,132.09,11.966666666666667,3.23
LT,2008,Q4,122.54,9.466666666666667,2.79
LT,2009,Q1,97.97,8.466666666666667,1.11
LT,2009,Q2,92.79,4.9,0.27
LT,2009,Q3,88.52,2.3666666666666667,0.25
LT,2009,Q4,84.41,1.1666666666666667,0.25
LT,2010,Q1,82.75,-0.43333333333333335,0.25
LT,2010,Q2,84.57,0.5333333333333333,0.25
LT,2010,Q3,83.94,1.8,0.25
LT,2010,Q4,85.55,2.9,0.25
LT,2011,Q1,89.2,3.1666666666666665,0.25
LT,2011,Q2,89.88,4.733333333333333,0.47
LT,2011,Q3,89.67,4.566666666666666,0.72
LT,2011,Q4,90.31,4.033333333333334,0.56
LT,2012,Q1,89.99,3.6,0.25
LT,2012,Q2,89.05,2.8333333333333335,0.25
LT,2012,Q3,89.94,3.1999999999999997,0.03
LT,2012,Q4,89.25,2.966666666666667,0.0
LT,2013,Q1,89.86,2.1999999999999997,0.0
LT,2013,Q2,91.2,1.4000000000000001,0.0
LT,2013,Q3,89.6,0.5333333333333333,0.0
LT,2013,Q4,91.92,0.5333333333333333,0.0
LT,2014,Q1,93.33,0.3,0.0
LT,2014,Q2,97.11,0.2333333333333333,-0.02
LT,2014,Q3,98.68,0.26666666666666666,-0.12
LT,2014,Q4,96.76,0.19999999999999998,-0.2
LT,2015,Q1,97.49,-1.3333333333333333,-0.2
LT,2015,Q2,100.49,-0.26666666666666666,-0.2
LT,2015,Q3,102.07,-0.6666666666666666,-0.2
LT,2015,Q4,99.95,-0.3666666666666667,-0.23
LT,2016,Q1,100.78,0.6666666666666666,-0.32
LT,2016,Q2,103.91,0.46666666666666673,-0.4
LT,2016,Q3,107.48,0.3666666666666667,-0.4
LT,2016,Q4,109.43,1.2666666666666666,-0.4
LT,2017,Q1,111.07,2.966666666666667,-0.4
LT,2017,Q2,114.52,3.4,-0.4
LT,2017,Q3,116.66,4.433333333333333,-0.4
LT,2017,Q4,116.94,4.066666666666666,-0.4
LT,2018,Q1,119.78,3.1,-0.4
LT,2018,Q2,123.0,2.566666666666667,-0.4
LT,2018,Q3,124.35,2.1666666666666665,-0.4
LT,2018,Q4,125.59,2.3333333333333335,-0.4
LT,2019,Q1,129.2,2.066666666666667,-0.4
LT,2019,Q2,131.11,2.533333333333333,-0.4
LT,2019,Q3,132.36,2.3333333333333335,-0.41
LT,2019,Q4,133.77,1.9666666666666668,-0.5
LT,2020,Q1,137.26,2.5,-0.5
LT,2020,Q2,140.25,0.6666666666666666,-0.5
LT,2020,Q3,140.85,0.8999999999999999,-0.5
LT,2020,Q4,146.35,0.26666666666666666,-0.5
LT,2021,Q1,153.69,0.7333333333333334,-0.5
LT,2021,Q2,158.87,3.1333333333333333,-0.5
LT,2021,Q3,167.44,5.233333333333333,-0.5
LT,2021,Q4,175.36,9.4,-0.5
LT,2022,Q1,183.12,13.966666666666667,-0.5
LT,2022,Q2,193.91,18.533333333333335,-0.5
LT,2022,Q3,199.7,21.5,0.0
LT,2022,Q4,203.46,21.166666666666668,1.3
LT,2023,Q1,207.18,16.966666666666665,2.34
LT,2023,Q2,212.05,10.733333333333334,3.17
LT,2023,Q3,217.15,5.8999999999999995,3.69
LT,2023,Q4,220.4,2.3333333333333335,4.0
LT,2024,Q1,227.7,0.8666666666666667,4.0
LT,2024,Q2,234.01,0.7666666666666666,3.95
LT,2024,Q3,236.4,0.7666666666666667,3.71
LT,2024,Q4,241.98,1.0333333333333334,3.27
LT,2025,Q1,247.69,3.4333333333333336,2.79
LT,2025,Q2,254.53,3.266666666666667,2.26
LT,2025,Q3,262.01,3.5666666666666664,2.0
LU,2007,Q1,72.67,2.1666666666666665,2.55
LU,2007,Q2,73.16,2.3666666666666667,2.8
LU,2007,Q3,76.13,2.1666666666666665,3.0
LU,2007,Q4,75.72,3.966666666666667,3.0
LU,2008,Q1,75.38,4.266666666666667,3.0
LU,2008,Q2,77.55,4.8,3.0
LU,2008,Q3,77.27,5.133333333333333,3.23
LU,2008,Q4,77.43,2.1999999999999997,2.79
LU,2009,Q1,75.58,0.16666666666666666,1.11
LU,2009,Q2,76.05,-0.7333333333333334,0.27
LU,2009,Q3,75.36,-0.7000000000000001,0.25
LU,2009,Q4,77.09,1.3333333333333333,0.25
LU,2010,Q1,80.09,2.8333333333333335,0.25
LU,2010,Q2,78.99,2.8333333333333335,0.25
LU,2010,Q3,80.2,2.6999999999999997,0.25
LU,2010,Q4,81.28,2.8333333333333335,0.25
LU,2011,Q1,80.93,3.766666666666667,0.25
LU,2011,Q2,82.88,3.8666666666666667,0.47
LU,2011,Q3,82.87,3.5666666666666664,0.72
LU,2011,Q4,85.67,3.733333333333333,0.56
LU,2012,Q1,84.6,3.1333333333333333,0.25
LU,2012,Q2,86.26,2.766666666666667,0.25
LU,2012,Q3,86.49,2.9,0.03
LU,2012,Q4,88.96,2.8000000000000003,0.0
LU,2013,Q1,89.16,2.1666666666666665,0.0
LU,2013,Q2,90.27,1.7,0.0
LU,2013,Q3,91.4,1.7,0.0
LU,2013,Q4,92.74,1.2,0.0
LU,2014,Q1,91.36,1.0333333333333334,0.0
LU,2014,Q2,94.72,1.1666666666666667,-0.02
LU,2014,Q3,95.98,0.7333333333333333,-0.12
LU,2014,Q4,97.45,-0.10000000000000002,-0.2
LU,2015,Q1,97.8,-0.4666666666666666,-0.2
LU,2015,Q2,99.87,0.3,-0.2
LU,2015,Q3,101.27,0.03333333333333333,-0.2
LU,2015,Q4,101.06,0.4000000000000001,-0.23
LU,2016,Q1,102.64,-0.13333333333333333,-0.32
LU,2016,Q2,105.44,-0.5333333333333333,-0.4
LU,2016,Q3,107.02,-0.10000000000000002,-0.4
LU,2016,Q4,108.92,0.9666666666666667,-0.4
LU,2017,Q1,109.84,2.566666666666667,-0.4
LU,2017,Q2,112.21,2.0,-0.4
LU,2017,Q3,112.28,2.033333333333333,-0.4
LU,2017,Q4,113.5,1.8666666666666665,-0.4
LU,2018,Q1,116.84,1.1666666666666667,-0.4
LU,2018,Q2,117.9,1.9333333333333333,-0.4
LU,2018,Q3,120.78,2.533333333333333,-0.4
LU,2018,Q4,123.92,2.433333333333333,-0.4
LU,2019,Q1,125.0,2.033333333333333,-0.4
LU,2019,Q2,131.35,1.9666666666666668,-0.4
LU,2019,Q3,134.41,1.3666666666666665,-0.41
LU,2019,Q4,137.19,1.2,-0.5
LU,2020,Q1,142.67,1.5333333333333332,-0.5
LU,2020,Q2,148.74,-0.9333333333333335,-0.5
LU,2020,Q3,152.97,-0.13333333333333333,-0.5
LU,2020,Q4,160.08,-0.4666666666666666,-0.5
LU,2021,Q1,167.17,1.0333333333333334,-0.5
LU,2021,Q2,168.74,3.5666666666666664,-0.5
LU,2021,Q3,173.22,3.6,-0.5
LU,2021,Q4,179.48,5.666666666666667,-0.5
LU,2022,Q1,184.34,6.766666666666667,-0.5
LU,2022,Q2,188.4,9.466666666666667,-0.5
LU,2022,Q3,192.3,8.9,0.0
LU,2022,Q4,189.35,7.433333333333334,1.3
LU,2023,Q1,181.2,4.5,2.34
LU,2023,Q2,177.25,1.9000000000000001,3.17
LU,2023,Q3,165.52,2.966666666666667,3.69
LU,2023,Q4,161.96,2.466666666666667,4.0
LU,2024,Q1,160.9,3.1333333333333333,4.0
LU,2024,Q2,162.41,3.0,3.95
LU,2024,Q3,162.44,1.7333333333333334,3.71
LU,2024,Q4,164.25,1.2,3.27
LU,2025,Q1,162.54,1.9333333333333333,2.79
LU,2025,Q2,169.75,2.066666666666667,2.26
LU,2025,Q3,164.42,2.8333333333333335,2.0
LV,2006,Q1,89.95,7.033333333333334,1.32
LV,2006,Q2,99.22,6.5,1.54
LV,2006,Q3,109.54,6.566666666666666,1.89
LV,2006,Q4,119.19,6.2,2.27
LV,2007,Q1,134.59,7.6000000000000005,2.55
LV,2007,Q2,138.58,8.5,2.8
LV,2007,Q3,149.52,10.4,3.0
LV,2007,Q4,146.78,13.633333333333333,3.0
LV,2008,Q1,157.05,16.233333333333334,3.0
LV,2008,Q2,154.19,17.53333333333333,3.0
LV,2008,Q3,143.82,15.6,3.23
LV,2008,Q4,120.71,11.9,2.79
LV,2009,Q1,98.98,9.0,1.11
LV,2009,Q2,89.04,4.466666666666667,0.27
LV,2009,Q3,87.6,1.2333333333333334,0.25
LV,2009,Q4,85.34,-1.3333333333333333,0.25
LV,2010,Q1,78.52,-3.8666666666666667,0.25
LV,2010,Q2,78.8,-2.2666666666666666,0.25
LV,2010,Q3,80.83,-0.26666666666666666,0.25
LV,2010,Q4,83.25,1.6666666666666667,0.25
LV,2011,Q1,86.98,3.7999999999999994,0.25
LV,2011,Q2,88.51,4.6000000000000005,0.47
LV,2011,Q3,91.36,4.433333333333334,0.72
LV,2011,Q4,88.05,4.066666666666666,0.56
LV,2012,Q1,89.22,3.3000000000000003,0.25
LV,2012,Q2,90.28,2.4,0.25
LV,2012,Q3,92.54,1.8999999999999997,0.03
LV,2012,Q4,93.41,1.5666666666666667,0.0
LV,2013,Q1,93.52,0.39999999999999997,0.0
LV,2013,Q2,97.37,-0.13333333333333333,0.0
LV,2013,Q3,98.52,0.0,0.0
LV,2013,Q4,101.08,-0.2333333333333333,0.0
LV,2014,Q1,103.39,0.43333333333333335,0.0
LV,2014,Q2,104.9,0.8000000000000002,-0.02
LV,2014,Q3,109.04,0.8666666666666667,-0.12
LV,2014,Q4,96.57,0.6333333333333333,-0.2
LV,2015,Q1,96.63,0.06666666666666667,-0.2
LV,2015,Q2,100.06,0.8333333333333334,-0.2
LV,2015,Q3,100.4,-0.13333333333333333,-0.2
LV,2015,Q4,102.91,0.10000000000000002,-0.23
LV,2016,Q1,103.49,-0.5,-0.32
LV,2016,Q2,109.52,-0.7000000000000001,-0.4
LV,2016,Q3,110.04,0.16666666666666666,-0.4
LV,2016,Q4,110.9,1.4666666666666668,-0.4
LV,2017,Q1,113.11,3.1333333333333333,-0.4
LV,2017,Q2,119.53,3.033333333333333,-0.4
LV,2017,Q3,119.72,2.9333333333333336,-0.4
LV,2017,Q4,119.69,2.5333333333333337,-0.4
LV,2018,Q1,126.02,2.033333333333333,-0.4
LV,2018,Q2,129.91,2.4,-0.4
LV,2018,Q3,128.34,2.9333333333333336,-0.4
LV,2018,Q4,132.93,2.8666666666666667,-0.4
LV,2019,Q1,134.04,2.8000000000000003,-0.4
LV,2019,Q2,140.19,3.3000000000000003,-0.4
LV,2019,Q3,144.58,2.8000000000000003,-0.41
LV,2019,Q4,144.69,2.1,-0.5
LV,2020,Q1,145.77,1.9666666666666668,-0.5
LV,2020,Q2,142.3,-0.7000000000000001,-0.5
LV,2020,Q3,147.08,-0.26666666666666666,-0.5
LV,2020,Q4,147.92,-0.6333333333333333,-0.5
LV,2021,Q1,149.97,-0.13333333333333333,-0.5
LV,2021,Q2,159.51,2.3333333333333335,-0.5
LV,2021,Q3,165.31,3.6999999999999997,-0.5
LV,2021,Q4,171.79,7.1000000000000005,-0.5
LV,2022,Q1,176.06,9.266666666666667,-0.5
LV,2022,Q2,185.56,16.366666666666667,-0.5
LV,2022,Q3,187.79,21.566666666666666,0.0
LV,2022,Q4,186.61,21.366666666666664,1.3
LV,2023,Q1,186.4,19.566666666666666,2.34
LV,2023,Q2,195.54,11.799999999999999,3.17
LV,2023,Q3,193.46,5.266666666666667,3.69
LV,2023,Q4,188.14,1.4333333333333333,4.0
LV,2024,Q1,193.14,0.9,4.0
LV,2024,Q2,196.94,0.8666666666666667,3.95
LV,2024,Q3,203.62,1.1,3.71
LV,2024,Q4,201.9,2.6,3.27
LV,2025,Q1,203.64,3.4333333333333336,2.79
LV,2025,Q2,209.67,3.8666666666666667,2.26
LV,2025,Q3,220.67,4.1000000000000005,2.0
MT,2005,Q1,56.65,2.3000000000000003,1.0
MT,2005,Q2,56.48,2.1666666666666665,1.0
MT,2005,Q3,61.17,2.1,1.0
MT,2005,Q4,59.43,3.533333333333333,1.07
MT,2006,Q1,62.34,2.533333333333333,1.32
MT,2006,Q2,69.34,3.4333333333333336,1.54
MT,2006,Q3,71.59,3.233333333333333,1.89
MT,2006,Q4,76.88,1.1333333333333333,2.27
MT,2007,Q1,80.89,0.8333333333333334,2.55
MT,2007,Q2,84.76,-0.9,2.8
MT,2007,Q3,86.24,0.43333333333333335,3.0
MT,2007,Q4,87.1,2.5,3.0
MT,2008,Q1,94.4,4.0,3.0
MT,2008,Q2,90.54,4.2,3.0
MT,2008,Q3,96.44,5.3,3.23
MT,2008,Q4,95.19,5.2,2.79
MT,2009,Q1,91.74,3.5,1.11
MT,2009,Q2,89.78,3.3666666666666667,0.27
MT,2009,Q3,90.87,0.8666666666666667,0.25
MT,2009,Q4,87.9,-0.3333333333333333,0.25
MT,2010,Q1,91.5,0.9,0.25
MT,2010,Q2,91.16,1.4666666666666668,0.25
MT,2010,Q3,94.04,2.6333333333333333,0.25
MT,2010,Q4,87.45,3.1666666666666665,0.25
MT,2011,Q1,88.65,2.9333333333333336,0.25
MT,2011,Q2,90.79,2.6666666666666665,0.47
MT,2011,Q3,91.03,2.5666666666666664,0.72
MT,2011,Q4,88.73,1.9000000000000001,0.56
MT,2012,Q1,90.5,2.3000000000000003,0.25
MT,2012,Q2,89.49,3.9333333333333336,0.25
MT,2012,Q3,96.03,3.4333333333333336,0.03
MT,2012,Q4,94.13,3.1666666666666665,0.0
MT,2013,Q1,91.37,1.8666666666666665,0.0
MT,2013,Q2,90.1,0.7666666666666666,0.0
MT,2013,Q3,94.33,0.7333333333333334,0.0
MT,2013,Q4,92.83,0.5666666666666667,0.0
MT,2014,Q1,92.82,1.3333333333333333,0.0
MT,2014,Q2,92.73,0.5333333333333333,-0.02
MT,2014,Q3,94.58,0.6666666666666666,-0.12
MT,2014,Q4,97.92,0.6,-0.2
MT,2015,Q1,95.3,0.6333333333333333,-0.2
MT,2015,Q2,96.07,1.2666666666666666,-0.2
MT,2015,Q3,102.72,1.4000000000000001,-0.2
MT,2015,Q4,105.92,1.4000000000000001,-0.23
MT,2016,Q1,100.29,0.9333333333333332,-0.32
MT,2016,Q2,102.78,0.9333333333333332,-0.4
MT,2016,Q3,107.62,0.9333333333333332,-0.4
MT,2016,Q4,111.12,0.7666666666666666,-0.4
MT,2017,Q1,105.61,1.2666666666666666,-0.4
MT,2017,Q2,108.88,1.0666666666666667,-0.4
MT,2017,Q3,113.02,1.2,-0.4
MT,2017,Q4,116.59,1.4333333333333333,-0.4
MT,2018,Q1,111.25,1.2666666666666666,-0.4
MT,2018,Q2,115.49,1.7,-0.4
MT,2018,Q3,119.27,2.3333333333333335,-0.4
MT,2018,Q4,123.77,1.5666666666666667,-0.4
MT,2019,Q1,118.53,1.2,-0.4
MT,2019,Q2,122.76,1.7333333333333334,-0.4
MT,2019,Q3,126.44,1.7666666666666666,-0.41
MT,2019,Q4,130.86,1.3333333333333333,-0.5
MT,2020,Q1,125.06,1.2333333333333334,-0.5
MT,2020,Q2,127.57,1.0,-0.5
MT,2020,Q3,129.81,0.6333333333333333,-0.5
MT,2020,Q4,133.01,0.3333333333333333,-0.5
MT,2021,Q1,130.82,0.13333333333333333,-0.5
MT,2021,Q2,134.42,0.16666666666666666,-0.5
MT,2021,Q3,137.52,0.4666666666666666,-0.5
MT,2021,Q4,138.99,2.1333333333333333,-0.5
MT,2022,Q1,139.69,4.266666666666667,-0.5
MT,2022,Q2,144.63,5.766666666666667,-0.5
MT,2022,Q3,146.23,7.066666666666666,0.0
MT,2022,Q4,147.24,7.3,1.3
MT,2023,Q1,149.89,6.966666666666666,2.34
MT,2023,Q2,152.24,6.3,3.17
MT,2023,Q3,154.51,5.166666666666667,3.69
MT,2023,Q4,157.05,3.9333333333333336,4.0
MT,2024,Q1,159.98,3.1333333333333333,4.0
MT,2024,Q2,162.74,2.3000000000000003,3.95
MT,2024,Q3,165.26,2.2666666666666666,3.71
MT,2024,Q4,166.96,2.1,3.27
MT,2025,Q1,169.36,1.9666666666666668,2.79
MT,2025,Q2,171.84,2.6,2.26
MT,2025,Q3,174.63,2.533333333333333,2.0
NL,2005,Q1,104.59,1.4333333333333333,1.0
NL,2005,Q2,105.68,1.2333333333333334,1.0
NL,2005,Q3,107.22,1.6333333333333335,1.0
NL,2005,Q4,107.7,1.7,1.07
NL,2006,Q1,108.87,1.5333333333333332,1.32
NL,2006,Q2,110.28,1.8,1.54
NL,2006,Q3,111.55,1.7333333333333334,1.89
NL,2006,Q4,112.56,1.5666666666666667,2.27
NL,2007,Q1,114.01,1.5,2.55
NL,2007,Q2,115.06,1.9000000000000001,2.8
NL,2007,Q3,117.26,1.2666666666666666,3.0
NL,2007,Q4,118.4,1.6666666666666667,3.0
NL,2008,Q1,118.46,1.9000000000000001,3.0
NL,2008,Q2,118.67,2.033333333333333,3.0
NL,2008,Q3,120.17,2.9333333333333336,3.23
NL,2008,Q4,117.64,2.033333333333333,2.79
NL,2009,Q1,116.48,1.8,1.11
NL,2009,Q2,113.12,1.5666666666666667,0.27
